PDF Page	Printed Page	Source Scope	Translation Target	Coverage	Verification
505	495	Completion of Proposition VII.2.4 proof; q-zero, W-bar-two, and W-tilde-two regularity	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
506	496	Proposition VII.2.5 statement and proof, V-two/p-two and lifting regularity	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
507	497	Z-two problem VII.81, proof conclusion, q-one regularity, Section 2.5 opening	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
508	498	Exact/approximate expansion with localised profiles and remainder notation	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
509	499	Remainder system VII.82 and definitions of four residual source terms	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
510	500	Expanded residuals, estimates VII.83, and exponential localisation argument	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
511	501	Lemma VII.2.6, divergence lifting VII.84--VII.85, and complete proof	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
512	502	Section 2.5.2, obstacle and fluid energy identities VII.86--VII.87 with all I and J terms	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
513	503	Boundary, transport, and cubic-term estimates; cancellation I3 plus J3	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
514	504	Estimates for I4--I8 and J2, including time integration by parts	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
515	505	Final I/J estimates, master energy inequality VII.88, approximate-solution bounds, VII.89	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
516	506	Gronwall argument, L-infinity and L-two remainder bounds, completion of Theorems VII.2.3 and VII.2.2	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
