PDF Page	Printed Page	Source Scope	Translation Target	Coverage	Verification
172	160	Chapter III source page 160	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
173	161	Chapter III source page 161	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
174	162	Chapter III source page 162	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
175	163	Chapter III source page 163	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
176	164	Chapter III source page 164	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
177	165	Chapter III source page 165	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
178	166	Chapter III source page 166	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
179	167	Chapter III source page 167	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
180	168	Chapter III source page 168	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
181	169	Chapter III source page 169	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
182	170	Chapter III source page 170	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
183	171	Chapter III source page 171	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
184	172	Chapter III source page 172	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
185	173	Chapter III source page 173	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
186	174	Chapter III source page 174	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
187	175	Chapter III source page 175	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
188	176	Chapter III source page 176	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
189	177	Chapter III source page 177	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
190	178	Chapter III source page 178	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
191	179	Chapter III source page 179	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
192	180	Chapter III source page 180	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
193	181	Chapter III source page 181	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
194	182	Chapter III source page 182	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
195	183	Chapter III source page 183	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
196	184	Chapter III source page 184	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
197	185	Chapter III source page 185	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
198	186	Chapter III source page 186	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
199	187	Chapter III source page 187	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
200	188	Chapter III source page 188	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
