Source Form	Canonical Form	Category	First Occurrence	Language or Script	Preserve Exactly	Review Status	Notes
Douglis	Douglis	cited person	PDF 38	Latin	true	reviewed	Preserved in Agmon--Douglis--Nirenberg
Nirenberg	Nirenberg	cited person	PDF 38	Latin	true	reviewed	Preserved in Agmon--Douglis--Nirenberg
J. M. Ghidaglia	J. M. Ghidaglia	cited person	PDF 39	Latin	true	reviewed	Initials and spacing preserved
Cattabriga	Cattabriga	cited person	PDF 40	Latin	true	reviewed	Preserved exactly
G. Métivier	G. Métivier	cited person	PDF 43	Latin	true	reviewed	Accent, initial and spacing preserved
R. Courant	R. Courant	cited person	PDF 43	Latin	true	reviewed	Initial and spacing preserved
D. Hilbert	D. Hilbert	cited person	PDF 43	Latin	true	reviewed	Initial and spacing preserved
Galerkin	Galerkin	eponym	PDF 43	Latin	true	reviewed	Preserved in Galerkin method
Kronecker	Kronecker	eponym	PDF 49	Latin	true	reviewed	Preserved in Kronecker delta
Taylor	Taylor	eponym	PDF 51	Latin	true	reviewed	Preserved in Taylor formula
Lagrange	Lagrange	eponym	PDF 58	Latin	true	reviewed	Preserved in Lagrange multiplier
Ciarlet–Raviart	Ciarlet--Raviart	cited persons	PDF 68	Latin	true	reviewed	Source en dash represented by LaTeX double hyphen
Raviart	Raviart	cited person	PDF 68	Latin	true	reviewed	Preserved exactly
Strang–Fix	Strang--Fix	cited persons	PDF 68	Latin	true	reviewed	Source en dash represented by LaTeX double hyphen
Ciarlet–Wagshall	Ciarlet--Wagshall	cited persons	PDF 68	Latin	true	reviewed	Source en dash represented by LaTeX double hyphen
Green	Green	eponym	PDF 76	Latin	true	reviewed	Preserved in Green formula
Hermite	Hermite	eponym	PDF 82	Latin	true	reviewed	Preserved in Hermite interpolation
Ciarlet	Ciarlet	cited person	PDF 82	Latin	true	reviewed	Preserved exactly
G. Strang	G. Strang	cited person	PDF 86	Latin	true	reviewed	Initial and spacing preserved
G. Fix	G. Fix	cited person	PDF 86	Latin	true	reviewed	Initial and spacing preserved
A. Ženíšek	A. Ženíšek	cited person	PDF 85	Latin	true	reviewed	Accents, initial and spacing preserved
M. Zlámal	M. Zlámal	cited person	PDF 85	Latin	true	reviewed	Accent, initial and spacing preserved
F. Thomasset	F. Thomasset	cited person	PDF 89	Latin	true	reviewed	Initial and spacing preserved
M. Fortin	M. Fortin	cited person	PDF 89	Latin	true	reviewed	Initial and spacing preserved
Dirichlet	Dirichlet	eponym	PDF 93	Latin	true	reviewed	Preserved in Dirichlet problem
Crouzeix	Crouzeix	cited person	PDF 98	Latin	true	reviewed	Preserved exactly
Hölder	Hölder	eponym	PDF 103	Latin	true	reviewed	Umlaut preserved in Hölder inequality
Sobolev	Sobolev	eponym	PDF 104	Latin	true	reviewed	Preserved in Sobolev embedding theorem
Uzawa	Uzawa	eponym	PDF 107	Latin	true	reviewed	Preserved in Uzawa algorithm
Arrow--Hurwicz	Arrow--Hurwicz	eponym	PDF 109	Latin	true	reviewed	Source en dash represented by the established LaTeX double hyphen
Lamé	Lamé	eponym	PDF 113	Latin	true	reviewed	Acute accent preserved in Lamé equations
I. Ekeland	I. Ekeland	cited person	PDF 113	Latin	true	reviewed	Initial and spacing preserved
T. Kawai	T. Kawai	cited person	PDF 113	Latin	true	reviewed	Initial and spacing preserved
R.S. Falk	R.S. Falk	cited person	PDF 118	Latin	true	reviewed	Initials and punctuation preserved
Lions	Lions	cited person	PDF 127	Latin	true	reviewed	Preserved exactly in source citation
Brouwer	Brouwer	eponym	PDF 125--126	Latin	true	reviewed	Preserved in Brouwer fixed point theorem
E. Hopf	E. Hopf	cited person	PDF 133	Latin	true	reviewed	Initial and spacing preserved
Hardy	Hardy	eponym	PDF 133	Latin	true	reviewed	Preserved in Hardy inequality
Heaviside	Heaviside	eponym	PDF 133	Latin	true	reviewed	Preserved in Heaviside function
X. Wang	X. Wang	cited person	PDF 135	Latin	true	reviewed	Initial and spacing preserved
R. Temam	R. Temam	cited person	PDF 135	Latin	true	reviewed	Initial and spacing preserved
Rabinowitz	Rabinowitz	cited person	PDF 136	Latin	true	reviewed	Preserved exactly
Velte	Velte	cited person	PDF 136	Latin	true	reviewed	Preserved exactly
E. Gagliardo	E. Gagliardo	cited person	PDF 139	Latin	true	reviewed	Initial and spacing preserved
M. Riesz	M. Riesz	cited person	PDF 141	Latin	true	reviewed	Initial and spacing preserved
Schwarz	Schwarz	eponym	PDF 140	Latin	true	reviewed	Preserved in Schwarz inequality
V.I. Yudovich	V.I. Yudovich	cited person	PDF 165	Latin	true	reviewed	Initials, punctuation and spacing preserved
P. Rabinowitz	P. Rabinowitz	cited person	PDF 165	Latin	true	reviewed	Initial and spacing preserved
W. Velte	W. Velte	cited person	PDF 165	Latin	true	reviewed	Initial and spacing preserved
Fréchet	Fréchet	eponym	PDF 171	Latin	true	reviewed	Accent preserved in Fréchet differential
S. Karlin	S. Karlin	cited person	PDF 174	Latin	true	reviewed	Initial and spacing preserved
K. Kirchgässner	K. Kirchgässner	cited person	PDF 174	Latin	true	reviewed	Umlaut, initial and spacing preserved
Witting	Witting	cited person	PDF 175	Latin	true	reviewed	Preserved exactly
Krein--Rutman	Krein--Rutman	eponym	PDF 175	Latin	true	reviewed	Established LaTeX double hyphen preserved
Perron--Frobenius	Perron--Frobenius	eponym	PDF 175	Latin	true	reviewed	Established LaTeX double hyphen preserved
R.S. Varga	R.S. Varga	cited person	PDF 175	Latin	true	reviewed	Initials, punctuation and spacing preserved
Fredholm	Fredholm	eponym	PDF 177	Latin	true	reviewed	Preserved in Fredholm alternative
J. Schauder	J. Schauder	cited person	PDF 178	Latin	true	reviewed	Initial and spacing preserved
M. A. Krasnoselskii	M. A. Krasnoselskii	cited person	PDF 178	Latin	true	reviewed	Initials and spacing preserved
L. Nirenberg	L. Nirenberg	cited person	PDF 178	Latin	true	reviewed	Initial and spacing preserved
P.H. Rabinowitz	P.H. Rabinowitz	cited person	PDF 180	Latin	true	reviewed	Initials and punctuation preserved
Bénard	Bénard	eponym	PDF 180	Latin	true	reviewed	Accent preserved in Bénard problem
E. Höpf	E. Höpf	cited person	PDF 182	Latin	true	reviewed	Umlaut, initial and spacing preserved
Crank--Nicholson	Crank--Nicholson	eponym	PDF 182	Latin	true	reviewed	Source spelling and established LaTeX double hyphen preserved
Riesz	Riesz	eponym	PDF 183	Latin	true	reviewed	Preserved in Riesz representation theorem
Faedo--Galerkin	Faedo--Galerkin	eponym	PDF 187	Latin	true	reviewed	Established LaTeX double hyphen preserved
Lions--Magenes	Lions--Magenes	eponym and cited persons	PDF 191	Latin	true	reviewed	Established LaTeX double hyphen preserved
Parseval	Parseval	eponym	PDF 201	Latin	true	reviewed	Preserved in Parseval theorem and equality
G. Prodi	G. Prodi	cited person	PDF 213	Latin	true	reviewed	Initial and spacing preserved
J. Serrin	J. Serrin	cited person	PDF 224	Latin	true	reviewed	Initial and spacing preserved
G. Stampacchia	G. Stampacchia	cited person	PDF 230	Latin	true	reviewed	Initial and spacing preserved
Alan George	Alan George	cited person	PDF 337	Latin	true	reviewed	Full name and order preserved
Gauss--Seidel	Gauss--Seidel	eponym	PDF 345	Latin	true	reviewed	Source en dash represented by the established LaTeX double hyphen
Cholesky	Cholesky	eponym	PDF 346	Latin	true	reviewed	Spelling and capitalization preserved
Fortin--Glowinski	Fortin--Glowinski	eponym and cited persons	PDF 346	Latin	true	reviewed	Source en dash represented by the established LaTeX double hyphen
Peter Lax	Peter Lax	cited person	PDF 353	Latin	true	reviewed	Full name and order preserved
Gunther	Gunther	cited person	PDF 353	Latin	true	reviewed	Source spelling preserved without normalization
Lichtenstein	Lichtenstein	cited person	PDF 353	Latin	true	reviewed	Spelling and capitalization preserved
Wolibner	Wolibner	cited person	PDF 353	Latin	true	reviewed	Spelling and capitalization preserved
David Hoff	David Hoff	acknowledged person	PDF 353	Latin	true	reviewed	Full name and order preserved
Antonin Novotny	Antonin Novotny	acknowledged person	PDF 353	Latin	true	reviewed	Source spelling preserved without adding diacritics
Denis Serre	Denis Serre	acknowledged person	PDF 353	Latin	true	reviewed	Full name and order preserved
Ioana Moise	Ioana Moise	acknowledged person	PDF 353	Latin	true	reviewed	Full name and order preserved
Guillopé	Guillopé	cited person	PDF 359	Latin	true	reviewed	Accent preserved
Lemarié--Rieusset	Lemarié--Rieusset	cited person	PDF 360	Latin	true	reviewed	Accent and established double-hyphen form preserved
Růžička	Růžička	cited person	PDF 363	Latin	true	reviewed	Diacritics preserved
Šverák	Šverák	cited person	PDF 363	Latin	true	reviewed	Diacritics preserved
Tai-Peng Tsai	Tai-Peng Tsai	cited person	PDF 363	Latin	true	reviewed	Hyphen and name order preserved
Gui-Qiang Chen	Gui-Qiang Chen	cited person	PDF 373	Latin	true	reviewed	Hyphen and name order preserved
J. Cea	J. Cea	cited person	PDF 396	Latin	true	reviewed	Initial, spelling and spacing preserved from first occurrence
D. Bégis	D. Bégis	cited person	PDF 397	Latin	true	reviewed	Accent, initial and spacing preserved
B. Mandelbrot	B. Mandelbrot	cited person	PDF 402	Latin	true	reviewed	Initial and spacing preserved
V. Scheffer	V. Scheffer	cited person	PDF 402	Latin	true	reviewed	Initial and spacing preserved
L. Caffarelli	L. Caffarelli	cited person	PDF 402	Latin	true	reviewed	Initial and spacing preserved
R. Kohn	R. Kohn	cited person	PDF 402	Latin	true	reviewed	Initial and spacing preserved
Y. Trève	Y. Trève	cited person	PDF 403	Latin	true	reviewed	Accent, initial and spacing preserved
