Registry ID	Command	Target Type	LaTeX Label	Translation Location	Status
xref-ch01-0042	\ref	ex	ex:ch00-classical-existence	tex/chapters/chapter-01.tex:604	resolved-local
xref-ch01-0043	\ref	thm	thm:ch00-duality-error-estimate	tex/chapters/chapter-01.tex:604	resolved-local
xref-ch01-0044	\ref	ex	ex:ch01-exercise-23	tex/chapters/chapter-01.tex:604	resolved-local
xref-ch01-0045	\eqref	eq	eq:ch00-approximation-assumption	tex/chapters/chapter-01.tex:606	resolved-local
xref-ch01-0046	\ref	thm	thm:ch00-interpolation-energy-estimate	tex/chapters/chapter-01.tex:615	resolved-local
xref-ch01-0047	\ref	ex	ex:ch01-exercise-23	tex/chapters/chapter-01.tex:615	resolved-local
xref-ch01-0048	\ref	chap	chap:ch00-basic-concepts	tex/chapters/chapter-01.tex:617	resolved-local
xref-ch01-0049	\ref	ex	ex:ch01-exercise-16	tex/chapters/chapter-01.tex:617	resolved-local
xref-ch01-0050	\ref	thm	thm:ch00-interpolation-energy-estimate	tex/chapters/chapter-01.tex:623	resolved-local
xref-ch01-0051	\eqref	eq	eq:ch01-coercivity-inequality	tex/chapters/chapter-01.tex:641	resolved-local
xref-ch01-0052	\ref	sec	sec:ch01-inclusions-sobolev-inequality	tex/chapters/chapter-01.tex:646	resolved-local
xref-ch01-0053	\ref	ex	ex:ch01-unbounded-sobolev-function	tex/chapters/chapter-01.tex:646	resolved-local
xref-ch01-0054	\ref	ex	ex:ch01-unbounded-sobolev-function	tex/chapters/chapter-01.tex:646	resolved-local
xref-ch01-0055	\ref	ex	ex:ch01-exercise-04	tex/chapters/chapter-01.tex:669	resolved-local
xref-ch01-0056	\ref	ex	ex:ch01-exercise-32	tex/chapters/chapter-01.tex:692	resolved-local
xref-ch01-0057	\ref	thm	thm:ch01-sobolev-inequality	tex/chapters/chapter-01.tex:707	resolved-local
xref-ch01-0058	\eqref	eq	eq:ch01-boundary-l2-norm	tex/chapters/chapter-01.tex:707	resolved-local
xref-ch01-0059	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01.tex:707	resolved-local
xref-ch01-0060	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01.tex:713	resolved-local
xref-ch01-0061	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01.tex:717	resolved-local
xref-ch01-0062	\ref	rem	rem:ch01-boundary-smooth-density	tex/chapters/chapter-01.tex:717	resolved-local
xref-ch01-0063	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01.tex:717	resolved-local
xref-ch01-0064	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01.tex:734	resolved-local
xref-ch01-0065	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01.tex:748	resolved-local
xref-ch01-0066	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01.tex:764	resolved-local
xref-ch01-0067	\ref	prop	prop:ch01-unit-disk-trace	tex/chapters/chapter-01.tex:768	resolved-local
xref-ch01-0068	\ref	ex	ex:ch01-exercise-28	tex/chapters/chapter-01.tex:768	resolved-local
xref-ch01-0069	\ref	prop	prop:ch01-unit-disk-trace	tex/chapters/chapter-01.tex:773	resolved-local
xref-ch01-0070	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01.tex:773	resolved-local
xref-ch01-0071	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01.tex:773	resolved-local
xref-ch01-0072	\ref	ex	ex:ch01-exercise-31	tex/chapters/chapter-01.tex:773	resolved-local
xref-ch01-0073	\ref	prop	prop:ch01-unit-disk-trace	tex/chapters/chapter-01.tex:776	resolved-local
xref-ch01-0074	\ref	def	def:ch01-lipschitz-boundary	tex/chapters/chapter-01.tex:776	resolved-local
xref-ch01-0075	\ref	ex	ex:ch01-exercise-14	tex/chapters/chapter-01.tex:782	resolved-local
xref-ch01-0076	\ref	ex	ex:ch01-exercise-33	tex/chapters/chapter-01.tex:824	resolved-local
xref-ch01-0077	\ref	prop	prop:ch01-continuous-iff-bounded	tex/chapters/chapter-01.tex:847	resolved-local
xref-ch01-0078	\ref	ex	ex:ch01-exercise-34	tex/chapters/chapter-01.tex:854	resolved-local
xref-ch01-0079	\ref	thm	thm:ch01-sobolev-inequality	tex/chapters/chapter-01.tex:871	resolved-local
xref-ch01-0080	\ref	ex	ex:ch01-exercise-36	tex/chapters/chapter-01.tex:876	resolved-local
xref-ch01-0081	\eqref	eq	eq:ch01-dual-norm	tex/chapters/chapter-01.tex:886	resolved-local
xref-ch01-0082	\ref	ex	ex:ch01-dual-lp	tex/chapters/chapter-01.tex:891	resolved-local
xref-ch01-0083	\ref	def	def:ch01-sobolev-norm-space	tex/chapters/chapter-01.tex:891	resolved-local
xref-ch01-0084	\ref	ex	ex:ch01-exercise-35	tex/chapters/chapter-01.tex:891	resolved-local
xref-ch01-0085	\ref	ex	ex:ch01-dirac-dual	tex/chapters/chapter-01.tex:891	resolved-local
xref-ch01-0086	\ref	ex	ex:ch01-exercise-04	tex/chapters/chapter-01-exercises.tex:62	resolved-local
xref-ch01-0087	\eqref	eq	eq:ch01-f-log-series	tex/chapters/chapter-01-exercises.tex:67	resolved-local
xref-ch01-0088	\eqref	eq	eq:ch01-fj-log-series	tex/chapters/chapter-01-exercises.tex:73	resolved-local
xref-ch01-0089	\ref	prop	prop:ch01-classical-equals-weak	tex/chapters/chapter-01-exercises.tex:87	resolved-local
xref-ch01-0090	\ref	ex	ex:ch01-absolute-value-weak-derivative	tex/chapters/chapter-01-exercises.tex:92	resolved-local
xref-ch01-0091	\ref	ex	ex:ch01-radial-weak-derivative	tex/chapters/chapter-01-exercises.tex:97	resolved-local
xref-ch01-0092	\ref	ex	ex:ch01-radial-weak-derivative	tex/chapters/chapter-01-exercises.tex:117	resolved-local
xref-ch01-0093	\ref	ex	ex:ch01-exercise-11	tex/chapters/chapter-01-exercises.tex:117	resolved-local
xref-ch01-0094	\ref	ex	ex:ch01-exercise-08	tex/chapters/chapter-01-exercises.tex:117	resolved-local
xref-ch01-0095	\ref	ex	ex:ch01-exercise-05	tex/chapters/chapter-01-exercises.tex:117	resolved-local
xref-ch01-0096	\ref	rem	rem:ch01-mollification-density	tex/chapters/chapter-01-exercises.tex:144	resolved-local
xref-ch01-0097	\ref	ex	ex:ch01-exercise-18	tex/chapters/chapter-01-exercises.tex:144	resolved-local
xref-ch01-0098	\ref	ex	ex:ch01-exercise-15	tex/chapters/chapter-01-exercises.tex:161	resolved-local
xref-ch01-0099	\ref	rem	rem:ch01-mollification-density	tex/chapters/chapter-01-exercises.tex:171	resolved-local
xref-ch01-0100	\ref	rem	rem:ch01-mollification-density	tex/chapters/chapter-01-exercises.tex:176	resolved-local
xref-ch01-0101	\ref	thm	thm:ch01-meyers-serrin-density	tex/chapters/chapter-01-exercises.tex:186	resolved-local
xref-ch01-0102	\eqref	eq	eq:ch01-trace-inequality-unit-disk	tex/chapters/chapter-01-exercises.tex:186	resolved-local
xref-ch01-0103	\ref	ex	ex:ch01-exercise-20	tex/chapters/chapter-01-exercises.tex:192	resolved-local
xref-ch01-0104	\ref	thm	thm:ch01-meyers-serrin-density	tex/chapters/chapter-01-exercises.tex:192	resolved-local
xref-ch01-0105	\ref	ex	ex:ch01-exercise-16	tex/chapters/chapter-01-exercises.tex:197	resolved-local
xref-ch01-0106	\ref	ex	ex:ch01-exercise-21	tex/chapters/chapter-01-exercises.tex:197	resolved-local
xref-ch01-0107	\ref	ex	ex:ch00-classical-existence	tex/chapters/chapter-01-exercises.tex:202	resolved-local
xref-ch01-0108	\eqref	eq	eq:ch00-boundary-value-problem	tex/chapters/chapter-01-exercises.tex:203	resolved-local
xref-ch01-0109	\ref	ex	ex:ch00-classical-existence	tex/chapters/chapter-01-exercises.tex:208	resolved-local
xref-ch01-0110	\ref	ex	ex:ch01-exercise-23	tex/chapters/chapter-01-exercises.tex:208	resolved-local
xref-ch01-0111	\eqref	eq	eq:ch00-boundary-value-problem	tex/chapters/chapter-01-exercises.tex:209	resolved-local
xref-ch01-0112	\eqref	eq	eq:ch00-weak-problem	tex/chapters/chapter-01-exercises.tex:210	resolved-local
xref-ch01-0113	\ref	rem	rem:ch01-boundary-smooth-density	tex/chapters/chapter-01-exercises.tex:215	resolved-local
xref-ch01-0114	\eqref	eq	eq:ch01-f-log-series	tex/chapters/chapter-01-exercises.tex:237	resolved-local
xref-ch01-0115	\ref	ex	ex:ch01-unbounded-sobolev-function	tex/chapters/chapter-01-exercises.tex:237	resolved-local
xref-ch01-0116	\eqref	eq	eq:ch01-f-log-series	tex/chapters/chapter-01-exercises.tex:243	resolved-local
xref-ch01-0117	\ref	ex	ex:ch01-unbounded-sobolev-function	tex/chapters/chapter-01-exercises.tex:243	resolved-local
xref-ch01-0118	\ref	prop	prop:ch01-unit-disk-trace	tex/chapters/chapter-01-exercises.tex:248	resolved-local
xref-ch01-0119	\eqref	eq	eq:ch01-dual-norm	tex/chapters/chapter-01-exercises.tex:299	resolved-local
xref-ch01-0120	\ref	def	def:ch01-norm	tex/chapters/chapter-01-exercises.tex:299	resolved-local
xref-ch01-0121	\ref	rem	rem:ch01-boundary-smooth-density	tex/chapters/chapter-01-exercises.tex:324	resolved-local
xref-ch01-0122	\ref	rem	rem:ch01-boundary-smooth-density	tex/chapters/chapter-01-exercises.tex:329	resolved-local
xref-ch01-0123	\ref	ex	ex:ch01-exercise-39	tex/chapters/chapter-01-exercises.tex:351	resolved-local
xref-ch01-0124	\ref	ex	ex:ch01-exercise-39	tex/chapters/chapter-01-exercises.tex:356	resolved-local
