Registry ID	Command	Target Type	LaTeX Label	Translation Location	Status
xref-ch00-0035	\\eqref	eq	eq:ch00-galerkin-orthogonality	tex/chapters/chapter-00.tex:167	resolved-local
xref-ch00-0036	\\MBUnresolvedReference	sec	sec:ch02-hilbert-space-theory	tex/chapters/chapter-00.tex:179	needs-review
xref-ch00-0037	\\eqref	eq	eq:ch00-galerkin-orthogonality	tex/chapters/chapter-00.tex:186	resolved-local
xref-ch00-0038	\\eqref	eq	eq:ch00-schwarz-inequality	tex/chapters/chapter-00.tex:187	resolved-local
xref-ch00-0039	\\eqref	eq	eq:ch00-galerkin-orthogonality	tex/chapters/chapter-00.tex:241	resolved-local
xref-ch00-0040	\\eqref	eq	eq:ch00-schwarz-inequality	tex/chapters/chapter-00.tex:244	resolved-local
xref-ch00-0041	\\eqref	eq	eq:ch00-approximation-assumption	tex/chapters/chapter-00.tex:266	resolved-local
xref-ch00-0042	\\eqref	eq	eq:ch00-approximation-assumption	tex/chapters/chapter-00.tex:271	resolved-local
xref-ch00-0043	\\ref	thm	thm:ch00-energy-best-approximation	tex/chapters/chapter-00.tex:271	resolved-local
xref-ch00-0044	\\eqref	eq	eq:ch00-boundary-value-problem	tex/chapters/chapter-00.tex:276	resolved-local
xref-ch00-0045	\\eqref	eq	eq:ch00-approximation-assumption	tex/chapters/chapter-00.tex:281	resolved-local
xref-ch00-0046	\\ref	fig	fig:ch00-piecewise-linear-basis	tex/chapters/chapter-00.tex:301	resolved-local
xref-ch00-0047	\\MBUnresolvedReference	chap	chap:ch04-polynomial-approximation	tex/chapters/chapter-00.tex:387	needs-review
xref-ch00-0048	\\ref	thm	thm:ch00-interpolation-energy-estimate	tex/chapters/chapter-00.tex:428	resolved-local
xref-ch00-0049	\\eqref	eq	eq:ch00-approximation-assumption	tex/chapters/chapter-00.tex:428	resolved-local
xref-ch00-0050	\\ref	lem	lem:ch00-interpolant-projection	tex/chapters/chapter-00.tex:434	resolved-local
xref-ch00-0051	\\ref	thm	thm:ch00-interpolation-energy-estimate	tex/chapters/chapter-00.tex:434	resolved-local
xref-ch00-0052	\\eqref	eq	eq:ch00-scaled-schwarz-bound	tex/chapters/chapter-00.tex:434	resolved-local
xref-ch00-0053	\\MBUnresolvedReference	chap	chap:ch01-sobolev-spaces	tex/chapters/chapter-00.tex:434	needs-review
xref-ch00-0054	\\eqref	eq	eq:ch00-stiffness-system	tex/chapters/chapter-00.tex:439	resolved-local
xref-ch00-0055	\\ref	cor	cor:ch00-piecewise-linear-error	tex/chapters/chapter-00.tex:473	resolved-local
xref-ch00-0056	\\ref	sec	sec:ch00-local-estimates	tex/chapters/chapter-00.tex:473	resolved-local
xref-ch00-0057	\\ref	ex	ex:ch00-difference-variational-form	tex/chapters/chapter-00.tex:473	resolved-local
xref-ch00-0058	\\ref	ex	ex:ch00-difference-maximum-error	tex/chapters/chapter-00.tex:473	resolved-local
xref-ch00-0059	\\eqref	eq	eq:ch00-nonuniform-difference-equation	tex/chapters/chapter-00.tex:475	resolved-local
xref-ch00-0060	\\eqref	eq	eq:ch00-local-interpolant-expansion	tex/chapters/chapter-00.tex:519	resolved-local
xref-ch00-0061	\\ref	lem	lem:ch00-interpolant-projection	tex/chapters/chapter-00.tex:519	resolved-local
xref-ch00-0062	\\eqref	eq	eq:ch00-global-piecewise-linear-expansion	tex/chapters/chapter-00.tex:525	resolved-local
xref-ch00-0063	\\eqref	eq	eq:ch00-bilinear-form	tex/chapters/chapter-00.tex:527	resolved-local
xref-ch00-0064	\\ref	sec	sec:ch00-piecewise-polynomial-spaces	tex/chapters/chapter-00.tex:553	resolved-local
xref-ch00-0065	\\eqref	eq	eq:ch00-boundary-value-problem	tex/chapters/chapter-00.tex:558	resolved-local
xref-ch00-0066	\\ref	sec	sec:ch00-piecewise-polynomial-spaces	tex/chapters/chapter-00.tex:576	resolved-local
xref-ch00-0067	\\ref	thm	thm:ch00-interpolation-energy-estimate	tex/chapters/chapter-00.tex:581	resolved-local
xref-ch00-0068	\\eqref	eq	eq:ch00-ritz-galerkin-problem	tex/chapters/chapter-00.tex:594	resolved-local
xref-ch00-0069	\\ref	sec	sec:ch00-piecewise-polynomial-spaces	tex/chapters/chapter-00.tex:594	resolved-local
xref-ch00-0070	\\ref	sec	sec:ch00-error-estimates	tex/chapters/chapter-00.tex:608	resolved-local
xref-ch00-0071	\\eqref	eq	eq:ch00-scaled-schwarz-bound	tex/chapters/chapter-00.tex:631	resolved-local
xref-ch00-0072	\\eqref	eq	eq:ch00-fixed-mesh-approximation-bound	tex/chapters/chapter-00.tex:631	resolved-local
xref-ch00-0073	\\eqref	eq	eq:ch00-adaptive-partition	tex/chapters/chapter-00.tex:633	resolved-local
xref-ch00-0074	\\eqref	eq	eq:ch00-fixed-mesh-approximation-bound	tex/chapters/chapter-00.tex:633	resolved-local
xref-ch00-0075	\\eqref	eq	eq:ch00-fixed-mesh-approximation-bound	tex/chapters/chapter-00.tex:633	resolved-local
xref-ch00-0076	\\eqref	eq	eq:ch00-fixed-mesh-approximation-bound	tex/chapters/chapter-00.tex:633	resolved-local
xref-ch00-0077	\\eqref	eq	eq:ch00-fixed-mesh-approximation-bound	tex/chapters/chapter-00.tex:659	resolved-local
xref-ch00-0078	\\eqref	eq	eq:ch00-fixed-mesh-approximation-bound	tex/chapters/chapter-00.tex:659	resolved-local
xref-ch00-0079	\\ref	thm	thm:ch00-interpolation-energy-estimate	tex/chapters/chapter-00.tex:703	resolved-local
xref-ch00-0080	\\eqref	eq	eq:ch00-mesh-function-lower-bound	tex/chapters/chapter-00.tex:703	resolved-local
xref-ch00-0081	\\ref	thm	thm:ch00-duality-error-estimate	tex/chapters/chapter-00.tex:721	resolved-local
xref-ch00-0082	\\eqref	eq	eq:ch00-boundary-value-problem	tex/chapters/chapter-00.tex:726	resolved-local
xref-ch00-0083	\\eqref	eq	eq:ch00-galerkin-orthogonality	tex/chapters/chapter-00.tex:726	resolved-local
xref-ch00-0084	\\ref	sec	sec:ch00-piecewise-polynomial-spaces	tex/chapters/chapter-00.tex:738	resolved-local
xref-ch00-0085	\\eqref	eq	eq:ch00-mesh-function-lower-bound	tex/chapters/chapter-00.tex:773	resolved-local
xref-ch00-0086	\\eqref	eq	eq:ch00-l2-by-weighted-energy	tex/chapters/chapter-00.tex:773	resolved-local
xref-ch00-0087	\\eqref	eq	eq:ch00-weighted-aew-bound	tex/chapters/chapter-00.tex:827	resolved-local
xref-ch00-0088	\\eqref	eq	eq:ch00-l2-by-weighted-energy	tex/chapters/chapter-00.tex:898	resolved-local
xref-ch00-0089	\\eqref	eq	eq:ch00-stiffness-entries	tex/chapters/chapter-00.tex:954	resolved-local
xref-ch00-0090	\\eqref	eq	eq:ch00-boundary-value-problem	tex/chapters/chapter-00.tex:964	resolved-local
xref-ch00-0091	\\eqref	eq	eq:ch00-load-vector-approximation	tex/chapters/chapter-00.tex:991	resolved-local
xref-ch00-0092	\\ref	thm	thm:ch00-interpolation-energy-estimate	tex/chapters/chapter-00.tex:996	resolved-local
xref-ch00-0093	\\ref	thm	thm:ch00-interpolation-energy-estimate	tex/chapters/chapter-00.tex:1001	resolved-local
xref-ch00-0094	\\ref	thm	thm:ch00-duality-error-estimate	tex/chapters/chapter-00.tex:1011	resolved-local
xref-ch00-0095	\\ref	thm	thm:ch00-interpolation-energy-estimate	tex/chapters/chapter-00.tex:1011	resolved-local
xref-ch00-0096	\\ref	ex	ex:ch00-interpolation-l2-estimate	tex/chapters/chapter-00.tex:1016	resolved-local
xref-ch00-0097	\\eqref	eq	eq:ch00-boundary-value-problem	tex/chapters/chapter-00.tex:1021	resolved-local
xref-ch00-0098	\\ref	sec	sec:ch00-weak-formulation	tex/chapters/chapter-00.tex:1031	resolved-local
xref-ch00-0099	\\ref	ex	ex:ch00-interpolation-l2-estimate	tex/chapters/chapter-00.tex:1037	resolved-local
xref-ch00-0100	\\ref	sec	sec:ch00-weak-formulation	tex/chapters/chapter-00.tex:1043	resolved-local
xref-ch00-0101	\\ref	ex	ex:ch00-interpolation-l2-estimate	tex/chapters/chapter-00.tex:1049	resolved-local
xref-ch00-0102	\\eqref	eq	eq:ch00-nonuniform-difference-equation	tex/chapters/chapter-00.tex:1054	resolved-local
xref-ch00-0103	\\eqref	eq	eq:ch00-ritz-galerkin-problem	tex/chapters/chapter-00.tex:1063	resolved-local
xref-ch00-0104	\\ref	sec	sec:ch00-weak-formulation	tex/chapters/chapter-00.tex:1069	resolved-local
xref-ch00-0105	\\ref	sec	sec:ch00-piecewise-polynomial-spaces	tex/chapters/chapter-00.tex:1069	resolved-local
xref-ch00-0106	\\ref	sec	sec:ch00-piecewise-polynomial-spaces	tex/chapters/chapter-00.tex:1074	resolved-local
xref-ch00-0107	\\ref	ex	ex:ch00-difference-variational-form	tex/chapters/chapter-00.tex:1079	resolved-local
xref-ch00-0108	\\ref	ex	ex:ch00-interpolation-l2-estimate	tex/chapters/chapter-00.tex:1085	resolved-local
xref-ch00-0109	\\eqref	eq	eq:ch00-ritz-galerkin-problem	tex/chapters/chapter-00.tex:1090	resolved-local
xref-ch00-0110	\\ref	sec	sec:ch00-piecewise-polynomial-spaces	tex/chapters/chapter-00.tex:1090	resolved-local
xref-ch00-0111	\\ref	ex	ex:ch00-difference-variational-form	tex/chapters/chapter-00.tex:1090	resolved-local
xref-ch00-0112	\\ref	ex	ex:ch00-quadrature-error	tex/chapters/chapter-00.tex:1097	resolved-local
xref-ch00-0113	\\ref	ex	ex:ch00-finite-element-difference-consistency	tex/chapters/chapter-00.tex:1102	resolved-local
xref-ch00-0114	\\ref	ex	ex:ch00-finite-element-difference-consistency	tex/chapters/chapter-00.tex:1108	resolved-local
xref-ch00-0115	\\ref	ex	ex:ch00-coercivity	tex/chapters/chapter-00.tex:1108	resolved-local
xref-ch00-0116	\\ref	ex	ex:ch00-difference-variational-form	tex/chapters/chapter-00.tex:1113	resolved-local
xref-ch00-0117	\\eqref	eq	eq:ch00-boundary-value-problem	tex/chapters/chapter-00.tex:1113	resolved-local
xref-ch00-0118	\\ref	ex	ex:ch00-finite-element-difference-energy-error	tex/chapters/chapter-00.tex:1120	resolved-local
xref-ch00-0119	\\ref	thm	thm:ch00-piecewise-linear-maximum-estimate	tex/chapters/chapter-00.tex:1120	resolved-local
xref-ch00-0120	\\eqref	eq	eq:ch00-boundary-value-problem	tex/chapters/chapter-00.tex:1125	resolved-local
